"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"358","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","3","38","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"359","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","3","39","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"360","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","3","42","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"361","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","3","49","Avoid variables with short names like mv","Naming Rules","ShortVariable"
"362","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","3","49","Local variable 'mv' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"363","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","3","52","Local variable 'draftedCourses' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"364","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","3","54","Local variable 'reviewedCourses' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"365","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","3","56","Local variable 'activeCourses' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"366","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","3","77","Avoid variables with short names like mv","Naming Rules","ShortVariable"
"367","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","5","77","Found 'DD'-anomaly for variable 'mv' (lines '77'-'87').","Controversial Rules","DataflowAnomalyAnalysis"
"368","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","5","77","Found 'DD'-anomaly for variable 'mv' (lines '77'-'93').","Controversial Rules","DataflowAnomalyAnalysis"
"369","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","3","79","Local variable 'roleType' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"370","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","3","88","The String literal 'courses' appears 5 times in this file; the first occurrence is on line 88","String and StringBuffer Rules","AvoidDuplicateLiterals"
"371","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","5","98","Found 'DD'-anomaly for variable 'program' (lines '98'-'103').","Controversial Rules","DataflowAnomalyAnalysis"
"372","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","5","98","Found 'DU'-anomaly for variable 'program' (lines '98'-'123').","Controversial Rules","DataflowAnomalyAnalysis"
"373","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","5","99","Found 'DD'-anomaly for variable 'courses' (lines '99'-'105').","Controversial Rules","DataflowAnomalyAnalysis"
"374","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","5","99","Found 'DU'-anomaly for variable 'courses' (lines '99'-'123').","Controversial Rules","DataflowAnomalyAnalysis"
"375","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","2","108","System.out.print is used","Java Logging Rules","SystemPrintln"
"376","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","2","110","System.out.print is used","Java Logging Rules","SystemPrintln"
"377","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","3","160","Avoid variables with short names like mv","Naming Rules","ShortVariable"
"378","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","5","160","Found 'DD'-anomaly for variable 'mv' (lines '160'-'168').","Controversial Rules","DataflowAnomalyAnalysis"
"379","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/MyCoursesController.java","5","160","Found 'DD'-anomaly for variable 'mv' (lines '160'-'185').","Controversial Rules","DataflowAnomalyAnalysis"
"380","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/SearchContentController.java","3","27","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"381","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/SearchContentController.java","3","28","Avoid excessively long variable names like courseContentService","Naming Rules","LongVariable"
"382","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/SearchContentController.java","3","33","Parameter 'MemberPersona' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"383","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/SearchContentController.java","3","34","Parameter 'courseSearchType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"384","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/SearchContentController.java","3","35","Parameter 'learningComponent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"385","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/SearchContentController.java","3","40","Avoid variables with short names like mv","Naming Rules","ShortVariable"
"386","com.ziksana.controller.course","src/main/java/com/ziksana/controller/course/SearchContentController.java","3","40","Local variable 'mv' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"387","com.ziksana.exception.course","src/main/java/com/ziksana/exception/course/CourseException.java","3","7","Avoid unused constructor parameters such as 't'.","Unused Code Rules","UnusedFormalParameter"
"388","com.ziksana.exception.course","src/main/java/com/ziksana/exception/course/CourseException.java","3","7","Avoid variables with short names like t","Naming Rules","ShortVariable"
"389","com.ziksana.exception.course","src/main/java/com/ziksana/exception/course/CourseException.java","3","7","Parameter 't' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"390","com.ziksana.exception.course","src/main/java/com/ziksana/exception/course/CourseException.java","3","16","Avoid unused constructor parameters such as 'code'.","Unused Code Rules","UnusedFormalParameter"
"391","com.ziksana.exception.course","src/main/java/com/ziksana/exception/course/CourseException.java","3","16","Parameter 'code' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"392","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/ContentMapper.java","3","14","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"393","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","4","19","Avoid unused imports such as 'com.ziksana.domain.course.CourseStatus'","Type Resolution Rules","UnusedImports"
"394","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","4","19","Avoid unused imports such as 'com.ziksana.domain.course.CourseStatus'","Type Resolution Rules","UnusedImports"
"395","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","29","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"396","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","40","The String literal 'courseId' appears 8 times in this file; the first occurrence is on line 40","String and StringBuffer Rules","AvoidDuplicateLiterals"
"397","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","40","The String literal 'courseid' appears 10 times in this file; the first occurrence is on line 40","String and StringBuffer Rules","AvoidDuplicateLiterals"
"398","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","41","The String literal 'name' appears 16 times in this file; the first occurrence is on line 41","String and StringBuffer Rules","AvoidDuplicateLiterals"
"399","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","42","The String literal 'description' appears 16 times in this file; the first occurrence is on line 42","String and StringBuffer Rules","AvoidDuplicateLiterals"
"400","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","43","The String literal 'coursestatus' appears 5 times in this file; the first occurrence is on line 43","String and StringBuffer Rules","AvoidDuplicateLiterals"
"401","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","73","Avoid excessively long variable names like learningComponentId","Naming Rules","LongVariable"
"402","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","139","Avoid excessively long variable names like courseAdditionalProperty","Naming Rules","LongVariable"
"403","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","148","Avoid excessively long variable names like learningComponentId","Naming Rules","LongVariable"
"404","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","184","Avoid excessively long variable names like learningComponentTypeId","Naming Rules","LongVariable"
"405","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","192","Avoid excessively long variable names like learningComponentType","Naming Rules","LongVariable"
"406","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","389","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"407","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","391","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"408","com.ziksana.persistence.course","src/main/java/com/ziksana/persistence/course/CourseMapper.java","3","393","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
